gene,category,family
cle-1,Core matrisome,Collagens
C36B1.1,Core matrisome,Collagens
WBGene00000527,Core matrisome,Collagens
G5EDQ4,Core matrisome,Collagens
G5EF89,Core matrisome,Collagens
G5EDV5,Core matrisome,Collagens
G5EGA4,Core matrisome,Collagens
col-99,Core matrisome,Collagens
F29C4.8,Core matrisome,Collagens
WBGene00000674,Core matrisome,Collagens
A0A131MBQ9,Core matrisome,Collagens
A0A131MBJ4,Core matrisome,Collagens
U4PC95,Core matrisome,Collagens
U4PRZ7,Core matrisome,Collagens
A0A0F6YQF6,Core matrisome,Collagens
A0A131MAZ6,Core matrisome,Collagens
O76368,Core matrisome,Collagens
A0A131MCG3,Core matrisome,Collagens
A0A131MBK4,Core matrisome,Collagens
A0A131MD72,Core matrisome,Collagens
A0A131MB32,Core matrisome,Collagens
A0A131MCS7,Core matrisome,Collagens
U4PMN6,Core matrisome,Collagens
A0A131MCY1,Core matrisome,Collagens
A0A131MBL6,Core matrisome,Collagens
A0A131MBJ3,Core matrisome,Collagens
emb-9,Core matrisome,Collagens
K04H4.1,Core matrisome,Collagens
WBGene00001263,Core matrisome,Collagens
P17139,Core matrisome,Collagens
let-2,Core matrisome,Collagens
F01G12.5,Core matrisome,Collagens
WBGene00002280,Core matrisome,Collagens
P17140,Core matrisome,Collagens
agr-1,Core matrisome,ECM Glycoproteins
F41G3.12,Core matrisome,ECM Glycoproteins
WBGene00018304,Core matrisome,ECM Glycoproteins
G5EG68,Core matrisome,ECM Glycoproteins
B0393.5,Core matrisome,ECM Glycoproteins
WBGene00007170,Core matrisome,ECM Glycoproteins
Q17494,Core matrisome,ECM Glycoproteins
C16C8.2,Core matrisome,ECM Glycoproteins
WBGene00015841,Core matrisome,ECM Glycoproteins
C16E9.1,Core matrisome,ECM Glycoproteins
WBGene00015865,Core matrisome,ECM Glycoproteins
Q18048,Core matrisome,ECM Glycoproteins
C18H7.1,Core matrisome,ECM Glycoproteins
WBGene00015993,Core matrisome,ECM Glycoproteins
U4PB74,Core matrisome,ECM Glycoproteins
Q9GZF5,Core matrisome,ECM Glycoproteins
dig-1,Core matrisome,ECM Glycoproteins
K07E12.1,Core matrisome,ECM Glycoproteins
WBGene00000998,Core matrisome,ECM Glycoproteins
epi-1,Core matrisome,ECM Glycoproteins
K08C7.3,Core matrisome,ECM Glycoproteins
WBGene00001328,Core matrisome,ECM Glycoproteins
A0A061AJI9,Core matrisome,ECM Glycoproteins
Q21313,Core matrisome,ECM Glycoproteins
A0A061AD21,Core matrisome,ECM Glycoproteins
C1P641,Core matrisome,ECM Glycoproteins
C1P640,Core matrisome,ECM Glycoproteins
G5EEV6,Core matrisome,ECM Glycoproteins
F26E4.3,Core matrisome,ECM Glycoproteins
WBGene00009158,Core matrisome,ECM Glycoproteins
P90850,Core matrisome,ECM Glycoproteins
F26E4.7,Core matrisome,ECM Glycoproteins
WBGene00009162,Core matrisome,ECM Glycoproteins
P90848,Core matrisome,ECM Glycoproteins
Q8T3E1,Core matrisome,ECM Glycoproteins
F29G6.1,Core matrisome,ECM Glycoproteins
WBGene00009257,Core matrisome,ECM Glycoproteins
Q95011,Core matrisome,ECM Glycoproteins
skpo-3,Core matrisome,ECM Glycoproteins
F32A5.2,Core matrisome,ECM Glycoproteins
WBGene00017968,Core matrisome,ECM Glycoproteins
H2KZ53,Core matrisome,ECM Glycoproteins
Q95QH5,Core matrisome,ECM Glycoproteins
clec-78,Core matrisome,ECM Glycoproteins
F47C12.2,Core matrisome,ECM Glycoproteins
WBGene00018547,Core matrisome,ECM Glycoproteins
Q20531,Core matrisome,ECM Glycoproteins
F49E12.1,Core matrisome,ECM Glycoproteins
WBGene00009897,Core matrisome,ECM Glycoproteins
ketn-1,Core matrisome,ECM Glycoproteins
F54E2.3,Core matrisome,ECM Glycoproteins
WBGene00004130,Core matrisome,ECM Glycoproteins
V6CJB8,Core matrisome,ECM Glycoproteins
A0A0M7RDU5,Core matrisome,ECM Glycoproteins
A0A0M9JJ85,Core matrisome,ECM Glycoproteins
V6CLP5,Core matrisome,ECM Glycoproteins
V6CLU0,Core matrisome,ECM Glycoproteins
V6CLT3,Core matrisome,ECM Glycoproteins
fbl-1,Core matrisome,ECM Glycoproteins
F56H11.1,Core matrisome,ECM Glycoproteins
WBGene00001403,Core matrisome,ECM Glycoproteins
O77469,Core matrisome,ECM Glycoproteins
A0A061ACF5,Core matrisome,ECM Glycoproteins
A0A061ACI3,Core matrisome,ECM Glycoproteins
A0A061ADQ1,Core matrisome,ECM Glycoproteins
A0A061AKL1,Core matrisome,ECM Glycoproteins
A0A061AIV4,Core matrisome,ECM Glycoproteins
him-4,Core matrisome,ECM Glycoproteins
F15G9.4,Core matrisome,ECM Glycoproteins
WBGene00001863,Core matrisome,ECM Glycoproteins
A4UVK0,Core matrisome,ECM Glycoproteins
G5ED27,Core matrisome,ECM Glycoproteins
G5EG33,Core matrisome,ECM Glycoproteins
lam-1,Core matrisome,ECM Glycoproteins
W03F8.5,Core matrisome,ECM Glycoproteins
WBGene00002247,Core matrisome,ECM Glycoproteins
O44565,Core matrisome,ECM Glycoproteins
lam-2,Core matrisome,ECM Glycoproteins
C54D1.5,Core matrisome,ECM Glycoproteins
WBGene00016913,Core matrisome,ECM Glycoproteins
Q18823,Core matrisome,ECM Glycoproteins
lam-3,Core matrisome,ECM Glycoproteins
T22A3.8,Core matrisome,ECM Glycoproteins
WBGene00002248,Core matrisome,ECM Glycoproteins
G5ECE3,Core matrisome,ECM Glycoproteins
mfap-1,Core matrisome,ECM Glycoproteins
F43G9.10,Core matrisome,ECM Glycoproteins
WBGene00009671,Core matrisome,ECM Glycoproteins
Q93712,Core matrisome,ECM Glycoproteins
mig-6,Core matrisome,ECM Glycoproteins
C37C3.6,Core matrisome,ECM Glycoproteins
WBGene00003242,Core matrisome,ECM Glycoproteins
O76840,Core matrisome,ECM Glycoproteins
mua-3,Core matrisome,ECM Glycoproteins
K08E5.3,Core matrisome,ECM Glycoproteins
WBGene00003482,Core matrisome,ECM Glycoproteins
P34576,Core matrisome,ECM Glycoproteins
nid-1,Core matrisome,ECM Glycoproteins
F54F3.1,Core matrisome,ECM Glycoproteins
WBGene00003738,Core matrisome,ECM Glycoproteins
C7FZU3,Core matrisome,ECM Glycoproteins
C7FZU4,Core matrisome,ECM Glycoproteins
Q93791,Core matrisome,ECM Glycoproteins
ost-1,Core matrisome,ECM Glycoproteins
C44B12.2,Core matrisome,ECM Glycoproteins
WBGene00003893,Core matrisome,ECM Glycoproteins
P34714,Core matrisome,ECM Glycoproteins
pxn-1,Core matrisome,ECM Glycoproteins
ZK994.3,Core matrisome,ECM Glycoproteins
WBGene00004256,Core matrisome,ECM Glycoproteins
Q1ENI8,Core matrisome,ECM Glycoproteins
pxn-2,Core matrisome,ECM Glycoproteins
K09C8.5,Core matrisome,ECM Glycoproteins
WBGene00004257,Core matrisome,ECM Glycoproteins
G5EG78,Core matrisome,ECM Glycoproteins
scl-19,Core matrisome,ECM Glycoproteins
ZK384.1,Core matrisome,ECM Glycoproteins
WBGene00013971,Core matrisome,ECM Glycoproteins
O62507,Core matrisome,ECM Glycoproteins
slt-1,Core matrisome,ECM Glycoproteins
F40E10.4,Core matrisome,ECM Glycoproteins
WBGene00004854,Core matrisome,ECM Glycoproteins
G5EFX6,Core matrisome,ECM Glycoproteins
spon-1,Core matrisome,ECM Glycoproteins
F10E7.4,Core matrisome,ECM Glycoproteins
WBGene00006893,Core matrisome,ECM Glycoproteins
Q19305,Core matrisome,ECM Glycoproteins
T01D3.6,Core matrisome,ECM Glycoproteins
WBGene00011330,Core matrisome,ECM Glycoproteins
G5EEP7,Core matrisome,ECM Glycoproteins
G5EDT4,Core matrisome,ECM Glycoproteins
T04F3.2,Core matrisome,ECM Glycoproteins
WBGene00011437,Core matrisome,ECM Glycoproteins
T19D12.6,Core matrisome,ECM Glycoproteins
WBGene00020581,Core matrisome,ECM Glycoproteins
Q22574,Core matrisome,ECM Glycoproteins
unc-122,Core matrisome,ECM Glycoproteins
F11C3.2,Core matrisome,ECM Glycoproteins
WBGene00006845,Core matrisome,ECM Glycoproteins
G5EGP1,Core matrisome,ECM Glycoproteins
unc-6,Core matrisome,ECM Glycoproteins
F41C6.1,Core matrisome,ECM Glycoproteins
WBGene00006746,Core matrisome,ECM Glycoproteins
P34710,Core matrisome,ECM Glycoproteins
W02G9.4,Core matrisome,ECM Glycoproteins
WBGene00020954,Core matrisome,ECM Glycoproteins
A0A0M7RE06,Core matrisome,ECM Glycoproteins
O61901,Core matrisome,ECM Glycoproteins
lron-8,Core matrisome,Proteoglycans
T22E7.1,Core matrisome,Proteoglycans
WBGene00020693,Core matrisome,Proteoglycans
Q9N5D7,Core matrisome,Proteoglycans
Q86S81,Core matrisome,Proteoglycans
test-1,Core matrisome,Proteoglycans
C54E4.2,Core matrisome,Proteoglycans
WBGene00016918,Core matrisome,Proteoglycans
O44466,Core matrisome,Proteoglycans
unc-52,Core matrisome,Proteoglycans
ZC101.2,Core matrisome,Proteoglycans
WBGene00006787,Core matrisome,Proteoglycans
H9G352,Core matrisome,Proteoglycans
H9G351,Core matrisome,Proteoglycans
G1K109,Core matrisome,Proteoglycans
H9G350,Core matrisome,Proteoglycans
U4PS79,Core matrisome,Proteoglycans
H9G353,Core matrisome,Proteoglycans
Q06561,Core matrisome,Proteoglycans
H9G348,Core matrisome,Proteoglycans
H9G349,Core matrisome,Proteoglycans
H9G354,Core matrisome,Proteoglycans
acn-1,Matrisome-associated,ECM Regulators
C42D8.5,Matrisome-associated,ECM Regulators
WBGene00000039,Matrisome-associated,ECM Regulators
Q18581,Matrisome-associated,ECM Regulators
adm-2,Matrisome-associated,ECM Regulators
C04A11.4,Matrisome-associated,ECM Regulators
WBGene00000074,Matrisome-associated,ECM Regulators
G5EDW5,Matrisome-associated,ECM Regulators
adm-4,Matrisome-associated,ECM Regulators
ZK154.7,Matrisome-associated,ECM Regulators
WBGene00000075,Matrisome-associated,ECM Regulators
Q94316,Matrisome-associated,ECM Regulators
adt-1,Matrisome-associated,ECM Regulators
C02B4.1,Matrisome-associated,ECM Regulators
WBGene00000082,Matrisome-associated,ECM Regulators
G5ECS8,Matrisome-associated,ECM Regulators
adt-2,Matrisome-associated,ECM Regulators
F08C6.1,Matrisome-associated,ECM Regulators
WBGene00000083,Matrisome-associated,ECM Regulators
Q19204,Matrisome-associated,ECM Regulators
asp-3,Matrisome-associated,ECM Regulators
H22K11.1,Matrisome-associated,ECM Regulators
WBGene00000216,Matrisome-associated,ECM Regulators
P55956,Matrisome-associated,ECM Regulators
asp-4,Matrisome-associated,ECM Regulators
R12H7.2,Matrisome-associated,ECM Regulators
WBGene00000217,Matrisome-associated,ECM Regulators
Q21966,Matrisome-associated,ECM Regulators
C08H9.1,Matrisome-associated,ECM Regulators
WBGene00007462,Matrisome-associated,ECM Regulators
C17G10.1,Matrisome-associated,ECM Regulators
WBGene00015915,Matrisome-associated,ECM Regulators
Q09973,Matrisome-associated,ECM Regulators
C54D10.10,Matrisome-associated,ECM Regulators
WBGene00008304,Matrisome-associated,ECM Regulators
G5EBJ3,Matrisome-associated,ECM Regulators
chhy-1,Matrisome-associated,ECM Regulators
T22C8.2,Matrisome-associated,ECM Regulators
WBGene00011923,Matrisome-associated,ECM Regulators
G5ECE8,Matrisome-associated,ECM Regulators
chil-10,Matrisome-associated,ECM Regulators
C44C1.2,Matrisome-associated,ECM Regulators
WBGene00016642,Matrisome-associated,ECM Regulators
Q18607,Matrisome-associated,ECM Regulators
chil-14,Matrisome-associated,ECM Regulators
R09B5.12,Matrisome-associated,ECM Regulators
WBGene00019980,Matrisome-associated,ECM Regulators
A0A0K3AV31,Matrisome-associated,ECM Regulators
O44609,Matrisome-associated,ECM Regulators
cht-1,Matrisome-associated,ECM Regulators
C04F6.3,Matrisome-associated,ECM Regulators
WBGene00000503,Matrisome-associated,ECM Regulators
Q11174,Matrisome-associated,ECM Regulators
cpi-1,Matrisome-associated,ECM Regulators
K08B4.6,Matrisome-associated,ECM Regulators
WBGene00000535,Matrisome-associated,ECM Regulators
G5EDZ9,Matrisome-associated,ECM Regulators
cpi-2,Matrisome-associated,ECM Regulators
R01B10.1,Matrisome-associated,ECM Regulators
WBGene00000534,Matrisome-associated,ECM Regulators
G5ECM9,Matrisome-associated,ECM Regulators
cpl-1,Matrisome-associated,ECM Regulators
T03E6.7,Matrisome-associated,ECM Regulators
WBGene00000776,Matrisome-associated,ECM Regulators
O45734,Matrisome-associated,ECM Regulators
H9G333,Matrisome-associated,ECM Regulators
cpr-1,Matrisome-associated,ECM Regulators
C52E4.1,Matrisome-associated,ECM Regulators
WBGene00000781,Matrisome-associated,ECM Regulators
P25807,Matrisome-associated,ECM Regulators
cpr-2,Matrisome-associated,ECM Regulators
F36D3.9,Matrisome-associated,ECM Regulators
WBGene00000782,Matrisome-associated,ECM Regulators
O45466,Matrisome-associated,ECM Regulators
cpr-3,Matrisome-associated,ECM Regulators
T10H4.12,Matrisome-associated,ECM Regulators
WBGene00000783,Matrisome-associated,ECM Regulators
P43507,Matrisome-associated,ECM Regulators
cpr-4,Matrisome-associated,ECM Regulators
F44C4.3,Matrisome-associated,ECM Regulators
WBGene00000784,Matrisome-associated,ECM Regulators
P43508,Matrisome-associated,ECM Regulators
cpr-5,Matrisome-associated,ECM Regulators
W07B8.5,Matrisome-associated,ECM Regulators
WBGene00000785,Matrisome-associated,ECM Regulators
P43509,Matrisome-associated,ECM Regulators
cpr-6,Matrisome-associated,ECM Regulators
C25B8.3,Matrisome-associated,ECM Regulators
WBGene00000786,Matrisome-associated,ECM Regulators
P43510,Matrisome-associated,ECM Regulators
cpz-1,Matrisome-associated,ECM Regulators
F32B5.8,Matrisome-associated,ECM Regulators
WBGene00000788,Matrisome-associated,ECM Regulators
G5EGP8,Matrisome-associated,ECM Regulators
cpz-2,Matrisome-associated,ECM Regulators
M04G12.2,Matrisome-associated,ECM Regulators
WBGene00000789,Matrisome-associated,ECM Regulators
P92005,Matrisome-associated,ECM Regulators
cri-2,Matrisome-associated,ECM Regulators
K07C11.5,Matrisome-associated,ECM Regulators
WBGene00019478,Matrisome-associated,ECM Regulators
Q21265,Matrisome-associated,ECM Regulators
dpy-18,Matrisome-associated,ECM Regulators
Y47D3B.10,Matrisome-associated,ECM Regulators
WBGene00001077,Matrisome-associated,ECM Regulators
Q10576,Matrisome-associated,ECM Regulators
egl-9,Matrisome-associated,ECM Regulators
F22E12.4,Matrisome-associated,ECM Regulators
WBGene00001178,Matrisome-associated,ECM Regulators
G5EBV0,Matrisome-associated,ECM Regulators
F13D12.6,Matrisome-associated,ECM Regulators
WBGene00008741,Matrisome-associated,ECM Regulators
F15D4.4,Matrisome-associated,ECM Regulators
WBGene00008861,Matrisome-associated,ECM Regulators
Q93512,Matrisome-associated,ECM Regulators
F27D9.7,Matrisome-associated,ECM Regulators
WBGene00017865,Matrisome-associated,ECM Regulators
Q19844,Matrisome-associated,ECM Regulators
F30H5.3,Matrisome-associated,ECM Regulators
WBGene00017937,Matrisome-associated,ECM Regulators
Q09983,Matrisome-associated,ECM Regulators
F32A5.3,Matrisome-associated,ECM Regulators
WBGene00017969,Matrisome-associated,ECM Regulators
F32H5.1,Matrisome-associated,ECM Regulators
WBGene00009347,Matrisome-associated,ECM Regulators
P91991,Matrisome-associated,ECM Regulators
F35B12.4,Matrisome-associated,ECM Regulators
WBGene00009384,Matrisome-associated,ECM Regulators
F41C3.5,Matrisome-associated,ECM Regulators
WBGene00018271,Matrisome-associated,ECM Regulators
F57F5.1,Matrisome-associated,ECM Regulators
WBGene00010204,Matrisome-associated,ECM Regulators
gon-1,Matrisome-associated,ECM Regulators
F25H8.3,Matrisome-associated,ECM Regulators
WBGene00001650,Matrisome-associated,ECM Regulators
H2L2A7,Matrisome-associated,ECM Regulators
hse-5,Matrisome-associated,ECM Regulators
B0285.5,Matrisome-associated,ECM Regulators
WBGene00002003,Matrisome-associated,ECM Regulators
P46555,Matrisome-associated,ECM Regulators
ctsa-1,Matrisome-associated,ECM Regulators
K10B2.2,Matrisome-associated,ECM Regulators
WBGene00019605,Matrisome-associated,ECM Regulators
K10C2.1,Matrisome-associated,ECM Regulators
WBGene00019617,Matrisome-associated,ECM Regulators
K10D3.4,Matrisome-associated,ECM Regulators
WBGene00010738,Matrisome-associated,ECM Regulators
Q21418,Matrisome-associated,ECM Regulators
let-268,Matrisome-associated,ECM Regulators
F52H3.1,Matrisome-associated,ECM Regulators
WBGene00002497,Matrisome-associated,ECM Regulators
lron-11,Matrisome-associated,ECM Regulators
Y71F9B.8,Matrisome-associated,ECM Regulators
WBGene00022129,Matrisome-associated,ECM Regulators
G5EGE7,Matrisome-associated,ECM Regulators
A0A078BS18,Matrisome-associated,ECM Regulators
madd-4,Matrisome-associated,ECM Regulators
F53B6.2,Matrisome-associated,ECM Regulators
WBGene00009958,Matrisome-associated,ECM Regulators
P90884,Matrisome-associated,ECM Regulators
mlt-11,Matrisome-associated,ECM Regulators
W01F3.3,Matrisome-associated,ECM Regulators
WBGene00012186,Matrisome-associated,ECM Regulators
C1P660,Matrisome-associated,ECM Regulators
O45881,Matrisome-associated,ECM Regulators
C1P659,Matrisome-associated,ECM Regulators
C1P658,Matrisome-associated,ECM Regulators
B9WRT9,Matrisome-associated,ECM Regulators
H9G335,Matrisome-associated,ECM Regulators
H9G334,Matrisome-associated,ECM Regulators
H9G336,Matrisome-associated,ECM Regulators
perl-1,Matrisome-associated,ECM Regulators
C46A5.4,Matrisome-associated,ECM Regulators
WBGene00016700,Matrisome-associated,ECM Regulators
mlt-7,Matrisome-associated,ECM Regulators
ZK430.8,Matrisome-associated,ECM Regulators
WBGene00022743,Matrisome-associated,ECM Regulators
Q23490,Matrisome-associated,ECM Regulators
nas-1,Matrisome-associated,ECM Regulators
F45G2.1,Matrisome-associated,ECM Regulators
WBGene00003520,Matrisome-associated,ECM Regulators
O62243,Matrisome-associated,ECM Regulators
nas-10,Matrisome-associated,ECM Regulators
K09C8.3,Matrisome-associated,ECM Regulators
WBGene00003529,Matrisome-associated,ECM Regulators
B6EU59,Matrisome-associated,ECM Regulators
nas-12,Matrisome-associated,ECM Regulators
C24F3.3,Matrisome-associated,ECM Regulators
WBGene00003531,Matrisome-associated,ECM Regulators
Q9XTD6,Matrisome-associated,ECM Regulators
nas-13,Matrisome-associated,ECM Regulators
F39D8.4,Matrisome-associated,ECM Regulators
WBGene00003532,Matrisome-associated,ECM Regulators
Q20191,Matrisome-associated,ECM Regulators
nas-14,Matrisome-associated,ECM Regulators
F09E8.6,Matrisome-associated,ECM Regulators
WBGene00003533,Matrisome-associated,ECM Regulators
Q19269,Matrisome-associated,ECM Regulators
nas-15,Matrisome-associated,ECM Regulators
T04G9.2,Matrisome-associated,ECM Regulators
WBGene00003534,Matrisome-associated,ECM Regulators
P55115,Matrisome-associated,ECM Regulators
nas-2,Matrisome-associated,ECM Regulators
F56A4.1,Matrisome-associated,ECM Regulators
WBGene00003521,Matrisome-associated,ECM Regulators
Q9N5R0,Matrisome-associated,ECM Regulators
Q966D9,Matrisome-associated,ECM Regulators
nas-3,Matrisome-associated,ECM Regulators
K06A4.1,Matrisome-associated,ECM Regulators
WBGene00003522,Matrisome-associated,ECM Regulators
Q21252,Matrisome-associated,ECM Regulators
nas-39,Matrisome-associated,ECM Regulators
F38E9.2,Matrisome-associated,ECM Regulators
WBGene00003555,Matrisome-associated,ECM Regulators
nas-4,Matrisome-associated,ECM Regulators
C05D11.6,Matrisome-associated,ECM Regulators
WBGene00003523,Matrisome-associated,ECM Regulators
P55112,Matrisome-associated,ECM Regulators
D7SFI5,Matrisome-associated,ECM Regulators
nas-5,Matrisome-associated,ECM Regulators
T23H4.3,Matrisome-associated,ECM Regulators
WBGene00003524,Matrisome-associated,ECM Regulators
P91828,Matrisome-associated,ECM Regulators
nas-6,Matrisome-associated,ECM Regulators
4R79.1,Matrisome-associated,ECM Regulators
WBGene00003525,Matrisome-associated,ECM Regulators
Q9U3S9,Matrisome-associated,ECM Regulators
Q2HQL9,Matrisome-associated,ECM Regulators
nas-7,Matrisome-associated,ECM Regulators
C07D10.4,Matrisome-associated,ECM Regulators
WBGene00003526,Matrisome-associated,ECM Regulators
P55113,Matrisome-associated,ECM Regulators
nas-8,Matrisome-associated,ECM Regulators
C34D4.9,Matrisome-associated,ECM Regulators
WBGene00003527,Matrisome-associated,ECM Regulators
Q18439,Matrisome-associated,ECM Regulators
phy-2,Matrisome-associated,ECM Regulators
F35G2.4,Matrisome-associated,ECM Regulators
WBGene00004025,Matrisome-associated,ECM Regulators
Q20065,Matrisome-associated,ECM Regulators
R09F10.1,Matrisome-associated,ECM Regulators
WBGene00019986,Matrisome-associated,ECM Regulators
Q23030,Matrisome-associated,ECM Regulators
srp-1,Matrisome-associated,ECM Regulators
C05E4.3,Matrisome-associated,ECM Regulators
WBGene00005642,Matrisome-associated,ECM Regulators
G5EE40,Matrisome-associated,ECM Regulators
srp-2,Matrisome-associated,ECM Regulators
C05E4.1,Matrisome-associated,ECM Regulators
WBGene00005643,Matrisome-associated,ECM Regulators
O17365,Matrisome-associated,ECM Regulators
srp-3,Matrisome-associated,ECM Regulators
Y32G9A.4,Matrisome-associated,ECM Regulators
WBGene00005644,Matrisome-associated,ECM Regulators
G5ECY2,Matrisome-associated,ECM Regulators
srp-6,Matrisome-associated,ECM Regulators
C03G6.19,Matrisome-associated,ECM Regulators
WBGene00005647,Matrisome-associated,ECM Regulators
G5EFH4,Matrisome-associated,ECM Regulators
srp-7,Matrisome-associated,ECM Regulators
F20D6.4,Matrisome-associated,ECM Regulators
WBGene00005648,Matrisome-associated,ECM Regulators
Q6QUQ5,Matrisome-associated,ECM Regulators
A9Z1L1,Matrisome-associated,ECM Regulators
Q6QUQ6,Matrisome-associated,ECM Regulators
srp-8,Matrisome-associated,ECM Regulators
F20D6.3,Matrisome-associated,ECM Regulators
WBGene00005649,Matrisome-associated,ECM Regulators
Q19651,Matrisome-associated,ECM Regulators
sul-1,Matrisome-associated,ECM Regulators
K09C4.8,Matrisome-associated,ECM Regulators
WBGene00006308,Matrisome-associated,ECM Regulators
Q21376,Matrisome-associated,ECM Regulators
sup-17,Matrisome-associated,ECM Regulators
DY3.7,Matrisome-associated,ECM Regulators
WBGene00006324,Matrisome-associated,ECM Regulators
G5EFD9,Matrisome-associated,ECM Regulators
suro-1,Matrisome-associated,ECM Regulators
R11A5.7,Matrisome-associated,ECM Regulators
WBGene00011235,Matrisome-associated,ECM Regulators
Q9XU75,Matrisome-associated,ECM Regulators
T19D2.1,Matrisome-associated,ECM Regulators
WBGene00020567,Matrisome-associated,ECM Regulators
T21D12.12,Matrisome-associated,ECM Regulators
WBGene00020651,Matrisome-associated,ECM Regulators
O16784,Matrisome-associated,ECM Regulators
T22F7.3,Matrisome-associated,ECM Regulators
WBGene00020702,Matrisome-associated,ECM Regulators
Q22685,Matrisome-associated,ECM Regulators
tag-196,Matrisome-associated,ECM Regulators
F41E6.6,Matrisome-associated,ECM Regulators
WBGene00007055,Matrisome-associated,ECM Regulators
O16454,Matrisome-associated,ECM Regulators
tag-275,Matrisome-associated,ECM Regulators
C34H3.1,Matrisome-associated,ECM Regulators
WBGene00016423,Matrisome-associated,ECM Regulators
Q9N5X7,Matrisome-associated,ECM Regulators
tag-290,Matrisome-associated,ECM Regulators
F35B12.6,Matrisome-associated,ECM Regulators
WBGene00009386,Matrisome-associated,ECM Regulators
Q20014,Matrisome-associated,ECM Regulators
tep-1,Matrisome-associated,ECM Regulators
ZK337.1,Matrisome-associated,ECM Regulators
WBGene00013969,Matrisome-associated,ECM Regulators
timp-1,Matrisome-associated,ECM Regulators
K07C11.3,Matrisome-associated,ECM Regulators
WBGene00019476,Matrisome-associated,ECM Regulators
Q21267,Matrisome-associated,ECM Regulators
try-1,Matrisome-associated,ECM Regulators
ZK546.15,Matrisome-associated,ECM Regulators
WBGene00006619,Matrisome-associated,ECM Regulators
Q23528,Matrisome-associated,ECM Regulators
try-3,Matrisome-associated,ECM Regulators
C43G2.5,Matrisome-associated,ECM Regulators
WBGene00006621,Matrisome-associated,ECM Regulators
V6CLH7,Matrisome-associated,ECM Regulators
unc-71,Matrisome-associated,ECM Regulators
Y37D8A.13,Matrisome-associated,ECM Regulators
WBGene00006804,Matrisome-associated,ECM Regulators
G5EFD5,Matrisome-associated,ECM Regulators
W05B2.2,Matrisome-associated,ECM Regulators
WBGene00012271,Matrisome-associated,ECM Regulators
Q9U350,Matrisome-associated,ECM Regulators
cpr-8,Matrisome-associated,ECM Regulators
W07B8.1,Matrisome-associated,ECM Regulators
WBGene00021070,Matrisome-associated,ECM Regulators
O16289,Matrisome-associated,ECM Regulators
W07B8.4,Matrisome-associated,ECM Regulators
WBGene00021072,Matrisome-associated,ECM Regulators
O16288,Matrisome-associated,ECM Regulators
A0A0K3AVX9,Matrisome-associated,ECM Regulators
Y16B4A.2,Matrisome-associated,ECM Regulators
WBGene00012445,Matrisome-associated,ECM Regulators
K8ESM2,Matrisome-associated,ECM Regulators
Y40D12A.2,Matrisome-associated,ECM Regulators
WBGene00021503,Matrisome-associated,ECM Regulators
Y55F3BR.2,Matrisome-associated,ECM Regulators
WBGene00021939,Matrisome-associated,ECM Regulators
U4PMC3,Matrisome-associated,ECM Regulators
U4PRM5,Matrisome-associated,ECM Regulators
U4PER8,Matrisome-associated,ECM Regulators
Y65B4A.2,Matrisome-associated,ECM Regulators
WBGene00022026,Matrisome-associated,ECM Regulators
Q9BL59,Matrisome-associated,ECM Regulators
V6CLS8,Matrisome-associated,ECM Regulators
V6CLX0,Matrisome-associated,ECM Regulators
ZC84.1,Matrisome-associated,ECM Regulators
WBGene00013846,Matrisome-associated,ECM Regulators
Q03610,Matrisome-associated,ECM Regulators
ZC84.6,Matrisome-associated,ECM Regulators
WBGene00013849,Matrisome-associated,ECM Regulators
O62504,Matrisome-associated,ECM Regulators
zmp-1,Matrisome-associated,ECM Regulators
EGAP1.3,Matrisome-associated,ECM Regulators
WBGene00006987,Matrisome-associated,ECM Regulators
G5EGM1,Matrisome-associated,ECM Regulators
zmp-2,Matrisome-associated,ECM Regulators
H19M22.3,Matrisome-associated,ECM Regulators
WBGene00019212,Matrisome-associated,ECM Regulators
O44836,Matrisome-associated,ECM Regulators
zmp-3,Matrisome-associated,ECM Regulators
C31B8.8,Matrisome-associated,ECM Regulators
WBGene00016283,Matrisome-associated,ECM Regulators
G5EBU3,Matrisome-associated,ECM Regulators
zmp-5,Matrisome-associated,ECM Regulators
H36L18.1,Matrisome-associated,ECM Regulators
WBGene00010423,Matrisome-associated,ECM Regulators
O17913,Matrisome-associated,ECM Regulators
apl-1,Matrisome-associated,ECM-affiliated
C42D8.8,Matrisome-associated,ECM-affiliated
WBGene00000149,Matrisome-associated,ECM-affiliated
Q10651,Matrisome-associated,ECM-affiliated
C03H12.1,Matrisome-associated,ECM-affiliated
WBGene00007284,Matrisome-associated,ECM-affiliated
S6FN15,Matrisome-associated,ECM-affiliated
S6EZQ4,Matrisome-associated,ECM-affiliated
G5ECV3,Matrisome-associated,ECM-affiliated
S6F542,Matrisome-associated,ECM-affiliated
C37C3.7,Matrisome-associated,ECM-affiliated
WBGene00016499,Matrisome-associated,ECM-affiliated
C48E7.6,Matrisome-associated,ECM-affiliated
WBGene00016751,Matrisome-associated,ECM-affiliated
C53D6.7,Matrisome-associated,ECM-affiliated
WBGene00008284,Matrisome-associated,ECM-affiliated
Q18813,Matrisome-associated,ECM-affiliated
clec-1,Matrisome-associated,ECM-affiliated
F25B4.9,Matrisome-associated,ECM-affiliated
WBGene00017772,Matrisome-associated,ECM-affiliated
Q22966,Matrisome-associated,ECM-affiliated
